C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_10_651.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_10_651.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_10_651.jpg,0,0,0,4.450397E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_10_719.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_10_719.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_10_719.jpg,0,0,0,4.32588E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_10_786.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_10_786.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_10_786.jpg,0,0,0,4.329707E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_10_853.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_10_853.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_10_853.jpg,0,0,0,4.921096E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_10_921.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_10_921.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_10_921.jpg,0,0,0,4.462847E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_10_988.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_10_988.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_10_988.jpg,0,0,0,4.356165E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_054.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_054.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_054.jpg,0,0,0,4.334805E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_122.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_122.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_122.jpg,0,0,0,4.365589E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_191.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_191.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_191.jpg,0,0,0,4.332346E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_260.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_260.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_260.jpg,0,0,0,4.325854E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_329.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_329.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_329.jpg,0,0,0,4.433156E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_395.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_395.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_395.jpg,0,0,0,4.280383E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_464.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_464.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_464.jpg,0,0,0,4.398736E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_533.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_533.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_533.jpg,0,0,0,4.443799E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_601.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_601.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_601.jpg,0,0,0,4.451962E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_671.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_671.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_671.jpg,0,0,0,4.486281E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_740.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_740.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_740.jpg,0,0,0,4.335391E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_809.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_809.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_809.jpg,0,0,0,4.358523E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_879.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_879.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_879.jpg,0,0,0,4.432798E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_11_946.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_11_946.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_11_946.jpg,0,0,0,4.726031E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_014.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_014.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_014.jpg,0,0,0,4.793454E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_084.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_084.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_084.jpg,0,0,0,4.573974E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_152.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_152.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_152.jpg,0,0,0,4.291857E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_218.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_218.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_218.jpg,0,0,0,4.43951E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_286.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_286.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_286.jpg,0,0,0,4.317005E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_355.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_355.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_355.jpg,0,0,0,4.483521E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_423.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_423.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_423.jpg,0,0,0,4.358462E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_491.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_491.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_491.jpg,0,0,0,4.593418E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_558.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_558.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_558.jpg,0,0,0,4.398902E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_627.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_627.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_627.jpg,0,0,0,4.370907E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_694.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_694.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_694.jpg,0,0,0,4.370474E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_761.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_761.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_761.jpg,0,0,0,4.304757E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_829.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_829.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_829.jpg,0,0,0,4.346088E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_898.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_898.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_898.jpg,0,0,0,4.409826E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_12_966.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_12_966.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_12_966.jpg,0,0,0,4.45256E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_13_035.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_13_035.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_13_035.jpg,0,0,0,4.398906E-05
C:\Users\Jerry\Desktop\python study\python2\IMG\center_2025_04_13_21_47_13_102.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\left_2025_04_13_21_47_13_102.jpg,C:\Users\Jerry\Desktop\python study\python2\IMG\right_2025_04_13_21_47_13_102.jpg,0,0,0,4.385634E-05
